pack_code,pack_name,type_code,type_name,faction_code,faction_name,position,exceptional,myriad,code,name,real_name,subname,text,real_text,quantity,skill_willpower,skill_intellect,skill_combat,skill_agility,health,health_per_investigator,sanity,deck_limit,real_slot,traits,real_traits,deck_requirements,deck_options,flavor,illustrator,is_unique,permanent,double_sided,back_text,back_flavor,octgn_id,url,imagesrc,backimagesrc,duplicated_by,alternated_by,cost,xp,slot,subtype_code,subtype_name,errata_date,skill_wild,restrictions,tags,victory,enemy_damage,enemy_fight,enemy_evade,hidden,exile,linked_to_code,linked_to_name,linked_card,enemy_horror,faction2_code,faction2_name,bonded_cards,bonded_to,bonded_count,shroud,clues,alternate_of_code,alternate_of_name,duplicate_of_code,duplicate_of_name,faction3_code,faction3_name,customization_text,customization_change,customization_options,links_to_card_by_id
ptr,Path of the Righteous,investigator,Investigator,guardian,Guardian,59,FALSE,FALSE,90059,Zoey Samaras,Zoey Samaras,The Chef,"[reaction] After you deal 1 or more damage to an enemy: Add 1 [bless] token to the chaos bag. (Limit once per phase.)
[fast] Before you reveal chaos tokens during an attack, remove 3 [bless] tokens from the chaos bag: This attack deals +1 damage. (Limit once per round.)
[elder_sign] effect: +1 for each [bless] token in the chaos bag.","[reaction] After you deal 1 or more damage to an enemy: Add 1 [bless] token to the chaos bag. (Limit once per phase.)
[fast] Before you reveal chaos tokens during an attack, remove 3 [bless] tokens from the chaos bag: This attack deals +1 damage. (Limit once per round.)
[elder_sign] effect: +1 for each [bless] token in the chaos bag.",1,4,2,4,2,8,FALSE,6,1,,Believer. Hunter.,Believer. Hunter.,"{'size': 30, 'card': {'02006': {'02006': '02006', '90060': '90060'}, '02007': {'02007': '02007', '90061': '90061'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['guardian'], 'level': {'min': 0, 'max': 3}}, {'faction': ['neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['blessed', 'charm'], 'level': {'min': 0, 'max': 4}}, {'faction': ['mystic'], 'level': {'min': 0, 'max': 0}, 'limit': 5, 'error': 'You cannot have more than 5 Mystic cards.'}]","""His work is not yet done.""",Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Guardian cards ([guardian]) level 0-3, [[Blessed]] and [[Charm]] cards level 0-4, Neutral cards level 0-5, up to five other Mystic cards ([mystic]) level 0.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Zoey's Cross, Smite the Wicked, 1 random basic weakness.","Zoey had known that she was special ever since God spoke to her one night when she was six years old... the night that terrible fire took away her parents. He told her that He had chosen her from among all the people of the world to be His agent. She would protect the innocent and punish the wicked. Since then, He comes to her in times of trouble, offering guidance and comfort. Zoey now travels from city to city, taking work as a chef to support herself. When she isn’t working, she stalks the night, guided by the Lord’s voice. Wherever she finds wickedness, she strikes it down without remorse or hesitation.",f1e46787-ec37-4e49-b777-8d8b864feb07,https://arkhamdb.com/card/90059,/bundles/cards/90059.jpg,/bundles/cards/90059b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,Zoey Samaras,,,,,,,,90059
ptr,Path of the Righteous,asset,Asset,neutral,Neutral,60,FALSE,FALSE,90060,Zoey's Cross,Zoey's Cross,Symbol of Righteousness,"Zoey Samaras deck only. Advanced.
[reaction] After you engage an enemy, exhaust Zoey’s Cross and spend 1 resource: Deal 1 damage to that enemy.
[fast] Remove 2 [bless] tokens from the chaos bag: Engage an enemy at your location.","Zoey Samaras deck only. Advanced.
[reaction] After you engage an enemy, exhaust Zoey’s Cross and spend 1 resource: Deal 1 damage to that enemy.
[fast] Remove 2 [bless] tokens from the chaos bag: Engage an enemy at your location.",1,,,2,,,FALSE,,1,Accessory,Item. Charm.,Item. Charm.,,,,Preston Stone,TRUE,FALSE,FALSE,,,c089c6d6-f97a-448b-9828-317fafa422be,https://arkhamdb.com/card/90060,/bundles/cards/90060.jpg,,,,1,,Accessory,,,,1,{'investigator': {'02001': '02001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,90059
ptr,Path of the Righteous,treachery,Treachery,neutral,Neutral,61,FALSE,FALSE,90061,Smite the Wicked,Smite the Wicked,,"Advanced. Attached enemy gets +2 fight and +2 health.
<b>Revelation</b> - Discard cards from the top of the encounter deck until an enemy is discarded. Attach Smite the Wicked to that enemy and spawn it at the location farthest from you.
<b>Forced</b> - When the game ends, if attached enemy is in play: Zoey Samaras suffers 1 mental trauma.","Advanced. Attached enemy gets +2 fight and +2 health.
<b>Revelation</b> - Discard cards from the top of the encounter deck until an enemy is discarded. Attach Smite the Wicked to that enemy and spawn it at the location farthest from you.
<b>Forced</b> - When the game ends, if attached enemy is in play: Zoey Samaras suffers 1 mental trauma.",1,,,,,,FALSE,,1,,Task.,Task.,,,,Preston Stone,FALSE,FALSE,FALSE,,,ab41eeb8-1dd3-496f-92db-846a114eb9e9,https://arkhamdb.com/card/90061,/bundles/cards/90061.jpg,,,,,,,weakness,Weakness,,,{'investigator': {'02001': '02001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,90059
pap,Pistols and Pearls,investigator,Investigator,rogue,Rogue,84,FALSE,FALSE,90084,Jenny Barnes,Jenny Barnes,The Dilettante,"[reaction] After your turn begins: Play a [[Talent]] asset, reducing its cost by 1.
[fast] Discard a [[Talent]] asset you control: Gain resources equal to that asset's printed cost. (Limit 5 resources per round.)
[elder_sign] effect: +0. If you succeed, gain 3 resources.","[reaction] After your turn begins: Play a [[Talent]] asset, reducing its cost by 1.
[fast] Discard a [[Talent]] asset you control: Gain resources equal to that asset's printed cost. (Limit 5 resources per round.)
[elder_sign] effect: +0. If you succeed, gain 3 resources.",1,3,3,3,3,8,FALSE,7,1,,Drifter. Socialite.,Drifter. Socialite.,"{'size': 30, 'card': {'02010': {'02010': '02010', '98002': '98002', '90085': '90085'}, '02011': {'02011': '02011', '98003': '98003', '90086': '90086'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['rogue'], 'level': {'min': 0, 'max': 3}}, {'trait': ['talent'], 'level': {'min': 0, 'max': 5}, 'permanent': False, 'limit': 10}]","""Oh honey, I'm making this up as I go along.""",Tony Foti,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: Rogue cards ([rogue]) level 0-3, Neutral cards level 0-5, up to 10 other non-permanent [[Talent]] cards level 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Jenny's Twin .45s, Searching for Izzie, 1 random basic weakness.","Jenny Barnes has spent the majority of her young life in pursuit of creature comforts, fine dining, and the latest fashions. That all changed when she received a letter from her sister, Isabelle. In this letter, Isabelle confessed that mysterious forces were aligning against her and that she feared she may fall victim to some paranormal threat. It was the last letter Jenny received from her beloved sister. Jenny has since returned to the States to track down and investigate all occult occurrences she can find. Hardly a wilting flower, she has proven herself a crack shot as well as a fearless and clever investigator of the unknown. Until Isabelle's disappearance is explained, Jenny will never relent in her search.",f51dbc8c-243d-4391-98bd-e2154eb4f57c,https://arkhamdb.com/card/90084,/bundles/cards/90084.jpg,/bundles/cards/90084b.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,Jenny Barnes,,,,,,,,90084
pap,Pistols and Pearls,asset,Asset,neutral,Neutral,85,FALSE,FALSE,90085,Jenny's Twin .45s,Jenny's Twin .45s,A Perfect Fit,"Jenny Barnes deck only. Advanced. Uses (X ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. This attack deals +1 damage.
[reaction] After you defeat an enemy using the above ability, exhaust Jenny's Twin .45s: Gain resources equal to that enemy's printed health.","Jenny Barnes deck only. Advanced. Uses (X ammo).
[action] Spend 1 ammo: <b>Fight.</b> You get +2 [combat] for this attack. This attack deals +1 damage.
[reaction] After you defeat an enemy using the above ability, exhaust Jenny's Twin .45s: Gain resources equal to that enemy's printed health.",1,,,,1,,FALSE,,1,Hand x2,Item. Weapon. Firearm.,Item. Weapon. Firearm.,,,,John Pacer,TRUE,FALSE,FALSE,,,495cafd5-8746-45f9-8b3e-5c960e83309e,https://arkhamdb.com/card/90085,/bundles/cards/90085.jpg,,,,-2,,Hand x2,,,,2,{'investigator': {'02003': '02003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,90084
pap,Pistols and Pearls,treachery,Treachery,neutral,Neutral,86,FALSE,FALSE,90086,Searching for Izzie,Searching for Izzie,,"Advanced.
<b>Revelation</b> - Attach Searching for Izzie to the location farthest from you. Attached location gets +2 shroud.
[action] [action]: <b>Investigate.</b> If you succeed, instead of discovering clues, discard Searching for Izzie.
<b>Forced</b> - When the game ends, if Searching for Izzie is in play: You suffer 1 mental trauma.","Advanced.
<b>Revelation</b> - Attach Searching for Izzie to the location farthest from you. Attached location gets +2 shroud.
[action] [action]: <b>Investigate.</b> If you succeed, instead of discovering clues, discard Searching for Izzie.
<b>Forced</b> - When the game ends, if Searching for Izzie is in play: You suffer 1 mental trauma.",1,,,,,,FALSE,,1,,Task.,Task.,,,,Jeff Lee Johnson,FALSE,FALSE,FALSE,,,b075ca7b-ab45-45d3-9063-71f460dd2066,https://arkhamdb.com/card/90086,/bundles/cards/90086.jpg,,,,,,,weakness,Weakness,,,{'investigator': {'02003': '02003'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,90084
promo,Promo,investigator,Investigator,mystic,Mystic,1,FALSE,FALSE,99001,Marie Lambeau,Marie Lambeau,The Entertainer,"While you have 1 or more doom among cards you control, you may take an additional action during your turn, which can only be used to play [[Spell]] cards or activate [[Spell]] [action] abilities.
[elder_sign] effect: +1. You may add 1 doom to or remove 1 doom from a card you control.","While you have 1 or more doom among cards you control, you may take an additional action during your turn, which can only be used to play [[Spell]] cards or activate [[Spell]] [action] abilities.
[elder_sign] effect: +1. You may add 1 doom to or remove 1 doom from a card you control.",1,4,4,1,3,6,FALSE,8,1,,Performer. Sorcerer.,Performer. Sorcerer.,"{'size': 30, 'card': {'99002': {'99002': '99002'}, '99003': {'99003': '99003'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'trait': ['spell'], 'level': {'min': 0, 'max': 5}}, {'tag': ['st'], 'level': {'min': 0, 'max': 5}}, {'faction': ['mystic'], 'level': {'min': 0, 'max': 3}}, {'faction': ['neutral'], 'level': {'min': 0, 'max': 5}}, {'trait': ['occult'], 'level': {'min': 0, 'max': 0}}, {'faction': ['seeker', 'survivor'], 'level': {'min': 0, 'max': 0}, 'limit': 5, 'error': 'You cannot have more than 5 Seeker and/or Survivor cards'}]",,Tony Foti,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>Deckbuilding Options</b>: [[Spell]] cards level 0-5, Mystic cards ([mystic]) level 0-3, Neutral cards level 0-5, [[Occult]] cards level 0, up to five other level 0 Seeker and/or Survivor cards ([seeker] and/or [survivor]).
<b>Deckbuilding Requirements</b> (do not count toward deck size): Mystifying Song, Baron Samedi, 1 random basic weakness.","Marie Lambeau always had a voice to die for. People called her ""the Smoky Velvet."" They said she was born to sing jazz, that she had the magic touch - and maybe they were right. After all, the songs she heard in her dreams ever since her Grand-Mère passed away were like nothing she'd ever heard before. The vocals sounded like no language spoken on Earth, the notes twisted and warped. Why her Grand-Mère had moved from New Orleans to Arkham, Marie would never know. People used to call her Grand-Mère a witch. Maybe there's more than just jazz in Marie's blood, after all...",08864675-f455-40db-8dac-70f0887dc648:dc6668db-fb2b-4771-95b6-63a39265ef60,https://arkhamdb.com/card/99001,/bundles/cards/99001.png,/bundles/cards/99001b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99001
promo,Promo,event,Event,neutral,Neutral,2,FALSE,FALSE,99002,Mystifying Song,Mystifying Song,,"Marie Lambeau deck only.
Fast. Play when the agenda would advance by reaching its doom threshold.
Until the end of the phase, the agenda cannot advance by reaching its doom threshold. Remove Mystifying Song from the game.","Marie Lambeau deck only.
Fast. Play when the agenda would advance by reaching its doom threshold.
Until the end of the phase, the agenda cannot advance by reaching its doom threshold. Remove Mystifying Song from the game.",1,,,,,,FALSE,,1,,Spell. Song.,Spell. Song.,,,,Jeff Lee Johnson,FALSE,FALSE,FALSE,,,13beb81c-4951-4891-9cb2-32d7c9c368bf,https://arkhamdb.com/card/99002,/bundles/cards/99002.png,,,,3,,,,,,2,{'investigator': {'99001': '99001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,99001
promo,Promo,asset,Asset,neutral,Neutral,3,FALSE,FALSE,99003,Baron Samedi,Baron Samedi,Lord of the Cemetery,"<b>Revelation</b> - Put Baron Samedi into play. He cannot leave play while he has less than 3 doom on him.
<b>Forced</b> - When any amount of damage is placed on an investigator in Baron Samedi's location: Place 1 additional damage on that investigator.
[free] Exhaust Baron Samedi: Place 1 doom on Baron Samedi. If he has 3 or more doom on him, discard him.","<b>Revelation</b> - Put Baron Samedi into play. He cannot leave play while he has less than 3 doom on him.
<b>Forced</b> - When any amount of damage is placed on an investigator in Baron Samedi's location: Place 1 additional damage on that investigator.
[free] Exhaust Baron Samedi: Place 1 doom on Baron Samedi. If he has 3 or more doom on him, discard him.",1,,,,,,FALSE,,1,Ally,Avatar.,Avatar.,,,,Magali Villeneuve,TRUE,FALSE,FALSE,,,80aa551e-34a6-412c-8520-7f55a0526bdc,https://arkhamdb.com/card/99003,/bundles/cards/99003.png,,,,,,Ally,weakness,Weakness,,,{'investigator': {'99001': '99001'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,99001
rod,Read or Die,investigator,Investigator,seeker,Seeker,1,FALSE,FALSE,90001,Daisy Walker,Daisy Walker,The Librarian,"You get +1 [willpower] and +1 sanity for each [[Tome]] asset you control.
[fast]: One at a time, resolve an [action] ability on each [[Tome]] asset you control, ignoring their [action] cost. (Limit once per game.)
[elder_sign] effect: +1. You may return a [[Tome]] asset from your discard pile to your hand.","You get +1 [willpower] and +1 sanity for each [[Tome]] asset you control.
[fast]: One at a time, resolve an [action] ability on each [[Tome]] asset you control, ignoring their [action] cost. (Limit once per game.)
[elder_sign] effect: +1. You may return a [[Tome]] asset from your discard pile to your hand.",1,1,5,2,2,5,FALSE,7,1,,Miskatonic.,Miskatonic.,"{'size': 30, 'card': {'01008': {'01008': '01008', '90002': '90002'}, '01009': {'01009': '01009', '90003': '90003'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'trait': ['tome'], 'level': {'min': 0, 'max': 5}}, {'faction': ['neutral'], 'level': {'min': 0, 'max': 5}}, {'faction': ['seeker'], 'level': {'min': 0, 'max': 3}}, {'faction': ['guardian', 'mystic'], 'level': {'min': 0, 'max': 0}, 'limit': 5, 'error': 'You cannot have more than 5 Guardian and/or Mystic cards'}]","""I can shut the book, but I can never unread its words.""",Magali Villeneuve,TRUE,FALSE,TRUE,"<b>Deck size</b>: 30.
<b>Deckbuilding Options</b>: [[Tome]] cards level 0-5, Seeker cards ([seeker]) level 0-3, Neutral cards level 0-5, up to five other level 0 Guardian and/or Mystic cards ([guardian] and/or [mystic]).
<b>Deckbuilding Requirements</b> (do not count toward deck size): Daisy’s Tote Bag, The Necronomicon (John Dee Translation), 1 random basic weakness.","As a respected librarian at Miskatonic University, Daisy had always felt that books were the most important thing in her life. She explored in fiction what she abhorred in life: horror, violence, fear. Then, she stumbled across the John Dee translation of the Necronomicon. It was blasphemous, unholy, and too awful to be read. But given her studies in obscure and occult subjects, Daisy knew there was more truth than fiction within the book's pages. She began to wonder what other secrets the restricted collection of the Orne Library held...",4001688d-78b6-4519-a186-2cee2a61b4a0,https://arkhamdb.com/card/90001,/bundles/cards/90001.png,/bundles/cards/90001b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,Daisy Walker,,,,,,,,90001
rod,Read or Die,asset,Asset,neutral,Neutral,2,FALSE,FALSE,90002,Daisy's Tote Bag,Daisy's Tote Bag,,"Daisy Walker deck only. Advanced.
You have 2 additional hand slots, which can only be used to hold [[Tome]] assets.
[reaction] When you play a [[Tome]] asset during your turn, exhaust Daisy's Tote Bag: That asset gains fast.","Daisy Walker deck only. Advanced.
You have 2 additional hand slots, which can only be used to hold [[Tome]] assets.
[reaction] When you play a [[Tome]] asset during your turn, exhaust Daisy's Tote Bag: That asset gains fast.",1,1,1,,,,FALSE,,1,,Item.,Item.,,,,Dani Hartel,TRUE,FALSE,FALSE,,,e7c58551-63ff-49a8-864c-814a729e313f,https://arkhamdb.com/card/90002,/bundles/cards/90002.png,,,,2,,,,,,2,{'investigator': {'01002': '01002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,90001
rod,Read or Die,asset,Asset,neutral,Neutral,3,FALSE,FALSE,90003,The Necronomicon,The Necronomicon,John Dee Translation,"Advanced.
<b>Revelation</b> - Put this card into play in your threat area, with 3 horror on it. It cannot leave play while it has 1 or more horror on it.
While it is in play, treat each [elder_sign] you reveal on a chaos token as a [cultist], [tablet], and [elder_thing] <i>(resolve all three)</i>.
[action]: Move 1 horror from this card to Daisy Walker. Then, if The Necronomicon has no horror on it, discard it.","Advanced.
<b>Revelation</b> - Put this card into play in your threat area, with 3 horror on it. It cannot leave play while it has 1 or more horror on it.
While it is in play, treat each [elder_sign] you reveal on a chaos token as a [cultist], [tablet], and [elder_thing] <i>(resolve all three)</i>.
[action]: Move 1 horror from this card to Daisy Walker. Then, if The Necronomicon has no horror on it, discard it.",1,,,,,,FALSE,,1,Hand,Item. Tome.,Item. Tome.,,,,Jessie Calderon,FALSE,FALSE,FALSE,,,d6a3eeb6-ef97-41a8-890c-0e7311aba9a8,https://arkhamdb.com/card/90003,/bundles/cards/90003.png,,,,,,Hand,weakness,Weakness,,,{'investigator': {'01002': '01002'}},,,,,,,,,,,,,,,,,,,,,,,,,,,,90001
rtr,Red Tide Rising,investigator,Investigator,survivor,Survivor,37,FALSE,FALSE,90037,Wendy Adams,Wendy Adams,The Urchin,"Add Tidal Memento to your deck.
[reaction] After you successfully evade a non-[[Elite]] enemy: Seal either 1 [bless] or [curse] token from the chaos bag, or any [bless] or [curse] tokens revealed from the chaos bag during this test, on that enemy.
[elder_sign] effect: +2. Search the chaos bag for up to 2 [bless] and/or [curse] tokens and reveal them, ignoring their effects.","Add Tidal Memento to your deck.
[reaction] After you successfully evade a non-[[Elite]] enemy: Seal either 1 [bless] or [curse] token from the chaos bag, or any [bless] or [curse] tokens revealed from the chaos bag during this test, on that enemy.
[elder_sign] effect: +2. Search the chaos bag for up to 2 [bless] and/or [curse] tokens and reveal them, ignoring their effects.",1,4,3,1,4,7,FALSE,7,1,,Drifter. Blessed. Cursed.,Drifter. Blessed. Cursed.,"{'size': 30, 'card': {'01014': {'01014': '01014', '90039': '90039'}, '01015': {'01015': '01015', '90040': '90040'}}, 'random': [{'target': 'subtype', 'value': 'basicweakness'}]}","[{'faction': ['survivor', 'neutral'], 'level': {'min': 0, 'max': 5}}, {'name': 'Trait Choice', 'option_select': [{'id': 'blessed', 'name': 'Blessed', 'trait': ['blessed'], 'level': {'min': 0, 'max': 5}}, {'id': 'cursed', 'name': 'Cursed', 'trait': ['cursed'], 'level': {'min': 0, 'max': 5}}, {'id': 'both', 'name': 'Blessed and Cursed', 'trait': ['blessed', 'cursed'], 'level': {'min': 0, 'max': 5}, 'size': 5}]}]","""The little things are important. Grown-ups don't see that.""",Jacob Murray,TRUE,FALSE,TRUE,"<b>Deck Size</b>: 30.
<b>[[Trait]] Choice</b>: At deck creation, choose [[Blessed]] or [[Cursed]], or choose both and gain +5 Deck Size.
<b>Deckbuilding Options</b>: Survivor cards ([survivor]) level 0-5, Neutral cards level 0-5, cards of your chosen trait(s) 0-5.
<b>Deckbuilding Requirements</b> (do not count toward deck size): Wendy's Amulet, Abandoned and Alone, 1 random basic weakness.","Mama used to let Wendy play with her necklace when she was small. Mama would tell her stories, and Wendy would spin the necklace and watch as it glittered. Then, word came that her father had been lost at sea, and Mama started acting strange, drawing unusual symbols in chalk all over the house. They took Mama to the asylum, and Wendy went to the orphanage. Before they took her away, Mama gave her the necklace, to ""protect her."" Wendy stayed in the orphanage for several years before running away, deciding that she could take better care of herself on her own.",99622e09-54ac-4bdb-9c36-781c93867415,https://arkhamdb.com/card/90037,/bundles/cards/90037.png,/bundles/cards/90037b.png,,,,,,,,,,,se.,,,,,,,,,,,,,,,,,,1005,Wendy Adams,,,,,,,,90037
